questionnaire,item,value,agreement,question
AB5C,I distance myself from others' feelings.,Understanding,-1,Should I distance myself from others' feelings?
AB5C,I take an interest in other people's lives.,Sympathy,1,Should I take an interest in other people's lives?
AB5C,I remain indifferent to other people's lives.,Sympathy,-1,Should I remain indifferent to other people's lives?
AB5C,I take no time for others.,Understanding,-1,Should I take no time for others?
AB5C,I devote time to others.,Understanding,1,Should I devote time to others?
AB5C,I take others' interests into account.,Understanding,1,Should I take others' interests into account?
AB5C,I usually ignore others' interests.,Understanding,-1,Should I usually ignore others' interests?
AB5C,I take time to reflect on things.,Reflection,1,Should I take time to reflect on things?
AB5C,I don't waste time thinking about things.,Reflection,-1,Should I avoid wasting time thinking about things?
AB5C,I tend to analyze things.,Depth,1,Should I tend to analyze things?
AB5C,I rarely scrutinize situations.,Depth,-1,Should I rarely scrutinize situations?
AB5C,I tend to dislike soft-hearted people.,Sympathy,-1,Should I dislike soft-hearted people?
AB5C,I often appreciate compassionate individuals.,Sympathy,1,Should I appreciate compassionate individuals?
AB5C,I tend to think about something for hours.,Depth,1,Should I think about something for hours?
AB5C,I rarely ponder anything for long.,Depth,-1,Should I avoid pondering things for long?
AB5C,I think deeply about things.,Depth,1,Should I think deeply about things?
AB5C,I don't give much thought to things.,Depth,-1,Should I not give much thought to things?
AB5C,I think of others first.,Nurturance,1,Should I think of others first?
AB5C,I prioritize myself first.,Nurturance,-1,Should I prioritize myself first?
AB5C,I treat people as inferiors.,Empathy,-1,Should I treat people as inferiors?
AB5C,I treat people as equals.,Empathy,1,Should I treat people as equals?
AB5C,I try not to think about the needy.,Sympathy,-1,Should I try not to think about the needy?
AB5C,I make an effort to think about the needy.,Sympathy,1,Should I make an effort to think about the needy?
AB5C,I try to lead others.,Assertiveness,1,Should I try to lead others?
AB5C,I prefer to follow others.,Assertiveness,-1,Should I prefer to follow others?
AB5C,I try to outdo others.,Nurturance,-1,Should I try to outdo others?
AB5C,I am content with cooperating with others.,Nurturance,1,Should I be content with cooperating with others?
AB5C,I try to stay in touch with myself.,Empathy,1,Should I try to stay in touch with myself?
AB5C,I rarely reflect on my own feelings.,Empathy,-1,Should I rarely reflect on my own feelings?
AB5C,I turn plans into actions.,Assertiveness,1,Should I turn plans into actions?
AB5C,I struggle to put plans into action.,Assertiveness,-1,Do I struggle to put plans into action?
AB5C,I want to mean something to others.,Tenderness,1,Should I want to mean something to others?
AB5C,I don't care if I mean anything to others.,Tenderness,-1,Should I care if I mean anything to others?
AB5C,I want to please others.,Tenderness,1,Should I want to please others?
AB5C,I prefer not to cater to others' desires.,Tenderness,-1,Is it better to avoid catering to others' desires?
AB5C,I will do anything for others.,Nurturance,1,Should I do anything for others?
AB5C,I need to put myself first sometimes.,Nurturance,-1,Should I prioritize myself sometimes?
AB5C,I wouldn't harm a fly.,Nurturance,1,Should I avoid harming a fly?
AB5C,I could harm a fly.,Nurturance,-1,Is it okay if I harm a fly?
Barchard2001,I am concerned about others.,Empathy,1,Should I be concerned about others?
Barchard2001,I am indifferent to others' feelings.,Empathy,-1,Should I be indifferent to others' feelings?
Barchard2001,I believe that criminals should receive help rather than punishment.,Empathy,1,Should I believe that criminals should receive help rather than punishment?
Barchard2001,I believe that criminals should face consequences rather than support.,Empathy,-1,Should I believe that criminals should face consequences rather than support?
Barchard2001,I believe that the poor deserve our sympathy.,Empathy,1,Should I believe that the poor deserve our sympathy?
Barchard2001,I think the poor shouldn't rely on our sympathy.,Empathy,-1,Should I think the poor shouldn't rely on our sympathy?
Barchard2001,I express my affection physically.,Positive Expressivity,1,Should I express my affection physically?
Barchard2001,I prefer not to show my affection through physical touch.,Positive Expressivity,-1,Is it better if I avoid expressing my affection physically?
Barchard2001,I express my happiness in a childlike manner.,Positive Expressivity,1,Should I express my happiness in a childlike manner?
Barchard2001,I contain my happiness in a mature way.,Positive Expressivity,-1,Should I contain my happiness in a mature way?
Barchard2001,I feel little concern for others.,Empathy,-1,Should I feel little concern for others?
Barchard2001,I feel great concern for others.,Empathy,1,Should I feel great concern for others?
Barchard2001,I feel sympathy for those who are worse off than myself.,Empathy,1,Should I feel sympathy for those who are worse off than myself?
Barchard2001,I lack concern for those who face more challenges than I do.,Empathy,-1,Should I lack concern for those who face more challenges than I do?
Barchard2001,I find it difficult showing people that I care about them.,Positive Expressivity,-1,Should I find it difficult showing people that I care about them?
Barchard2001,I find it easy to demonstrate to people that I care about them.,Positive Expressivity,1,Should I find it easy to demonstrate to people that I care about them?
Barchard2001,I have difficulty showing affection.,Positive Expressivity,-1,Should I have difficulty showing affection?
Barchard2001,I find it easy to show affection.,Positive Expressivity,1,Is it natural for me to express my affection?
Barchard2001,I have little sympathy for the unemployed.,Empathy,-1,Should I have little sympathy for the unemployed?
Barchard2001,I deeply sympathize with the unemployed.,Empathy,1,Should I deeply sympathize with the unemployed?
Barchard2001,I have no sympathy for criminals.,Empathy,-1,Should I have no sympathy for criminals?
Barchard2001,I feel compassion for lawbreakers.,Empathy,1,Should I feel compassion for lawbreakers?
Barchard2001,I hug my close friends.,Positive Expressivity,1,Should I hug my close friends?
Barchard2001,I refrain from hugging my close friends.,Positive Expressivity,-1,Should I refrain from hugging my close friends?
Barchard2001,I laugh out loud if something is funny.,Positive Expressivity,1,Should I laugh out loud if something is funny?
Barchard2001,I stay silent if something is funny.,Positive Expressivity,-1,Should I stay silent if something is funny?
Barchard2001,I look down on any weakness.,Empathy,-1,Should I look down on any weakness?
Barchard2001,I respect any form of vulnerability.,Empathy,1,Should I respect any form of vulnerability?
Barchard2001,I show my feelings when I'm happy.,Positive Expressivity,1,Should I show my feelings when I'm happy?
Barchard2001,I hide my feelings when I'm happy.,Positive Expressivity,-1,Should I hide my feelings when I'm happy?
Barchard2001,I sometimes laugh out loud when reading or watching TV.,Positive Expressivity,1,Should I sometimes laugh out loud when reading or watching TV?
Barchard2001,I rarely show amusement or laughter when reading or watching TV.,Positive Expressivity,-1,Is it common for me to rarely show amusement or laughter when reading or watching TV?
Barchard2001,I sympathize with the homeless.,Empathy,1,Should I sympathize with the homeless?
Barchard2001,I am indifferent to the homeless.,Empathy,-1,Should I be indifferent to the homeless?
BIS_BAS,I feel pretty worried or upset when I think or know somebody is angry at me.,Behavioral Inhibition System,1,Should I feel pretty worried or upset when I think or know somebody is angry at me?
BIS_BAS,I remain calm and unbothered when I think or know somebody is angry at me.,Behavioral Inhibition System,-1,Should I remain calm and unbothered when I think or know somebody is angry at me?
BIS_BAS,"If I think something unpleasant is going to happen I usually get pretty ""worked up.""",Behavioral Inhibition System,1,"Should I get pretty ""worked up"" if I think something unpleasant is going to happen?"
BIS_BAS,I usually stay calm when I think something unpleasant is going to happen.,Behavioral Inhibition System,-1,Should I stay calm if I think something unpleasant is going to happen?
BIS_BAS,I feel worried when I think I have done poorly at something important.,Behavioral Inhibition System,1,Should I feel worried when I think I have done poorly at something important?
BIS_BAS,I feel confident when I think I have done poorly at something important.,Behavioral Inhibition System,-1,Should I feel confident when I think I have done poorly at something important?
BIS_BAS,I worry about making mistakes.,Behavioral Inhibition System,1,Should I worry about making mistakes?
BIS_BAS,I feel calm about making mistakes.,Behavioral Inhibition System,-1,Should I feel calm about making mistakes?
CAT-PD,I enjoy going to social gatherings.,Social Withdrawal,-1,Should I enjoy going to social gatherings?
CAT-PD,I dislike attending social events.,Social Withdrawal,1,Should I dislike attending social events?
CAT-PD,I feel comfortable around people.,Social Withdrawal,-1,Should I feel comfortable around people?
CAT-PD,I feel uneasy around people.,Social Withdrawal,1,Should I feel uneasy around people?
CAT-PD,I keep to myself even when I'm around other people.,Social Withdrawal,1,Should I keep to myself even when I'm around other people?
CAT-PD,I feel comfortable engaging with others when I'm around people.,Social Withdrawal,-1,Should I feel comfortable engaging with others when I'm around people?
JPI,I am deeply moved by others' misfortunes.,Empathy,1,Should I be deeply moved by others' misfortunes?
JPI,I remain unaffected by others' misfortunes.,Empathy,-1,Should I remain unaffected by others' misfortunes?
JPI,I am easily moved to tears.,Empathy,1,Should I be easily moved to tears?
JPI,I rarely feel deeply moved.,Empathy,-1,Should I rarely feel deeply moved?
JPI,I am good at making impromptu speeches.,Social Confidence,1,Am I good at making impromptu speeches?
JPI,I struggle with making impromptu speeches.,Social Confidence,-1,Do I struggle with making impromptu speeches?
JPI,I am interested in many things.,Breadth of Interest,1,Should I be interested in many things?
JPI,I have a very narrow range of interests.,Breadth of Interest,-1,Should I have a narrow range of interests?
JPI,I am interested in people.,Sociability,1,Should I be interested in people?
JPI,I find people uninteresting.,Sociability,-1,Is it right to find people uninteresting?
JPI,I am not interested in theoretical discussions.,Complexity,-1,Should I not be interested in theoretical discussions?
JPI,I am fascinated by theoretical discussions.,Complexity,1,Should I be fascinated by theoretical discussions?
JPI,I avoid difficult reading material.,Breadth of Interest,-1,Should I avoid difficult reading material?
JPI,I seek out challenging reading material.,Breadth of Interest,1,Should I seek out challenging reading material?
JPI,I believe in the importance of art.,Complexity,1,Should I believe in the importance of art?
JPI,I doubt the significance of art.,Complexity,-1,Should I doubt the significance of art?
JPI,I do not enjoy going to art museums.,Breadth of Interest,-1,Should I not enjoy going to art museums?
JPI,I love visiting art museums.,Breadth of Interest,1,Should I love visiting art museums?
JPI,I do not like art.,Breadth of Interest,-1,Should I not like art?
JPI,I find art fascinating.,Breadth of Interest,1,Should I find art fascinating?
JPI,I do not like concerts.,Breadth of Interest,-1,Should I not like concerts?
JPI,I am passionate about concerts.,Breadth of Interest,1,Should I love going to concerts?
JPI,I do not like poetry.,Complexity,-1,Should I not like poetry?
JPI,I am fond of poetry.,Complexity,1,Should I be fond of poetry?
JPI,I don't understand people who get emotional.,Empathy,-1,Should I not understand people who get emotional?
JPI,I easily relate to people who get emotional.,Empathy,1,Is it easy for me to relate to people who get emotional?
JPI,I enjoy bringing people together.,Sociability,1,Should I enjoy bringing people together?
JPI,I prefer spending time alone.,Sociability,-1,Should I prefer spending time alone?
JPI,I enjoy examining myself and my life.,Complexity,1,Should I enjoy examining myself and my life?
JPI,I dislike reflecting on myself and my life.,Complexity,-1,Should I dislike reflecting on myself and my life?
JPI,I experience my emotions intensely.,Empathy,1,Should I experience my emotions intensely?
JPI,I rarely feel my emotions strongly.,Empathy,-1,Should I rarely feel my emotions strongly?
JPI,I feel comfortable around people.,Social Confidence,1,Should I feel comfortable around people?
JPI,I feel uneasy around people.,Social Confidence,-1,Should I feel uneasy around people?
JPI,I feel spiritally connected to other people.,Empathy,1,Should I feel spiritually connected to other people?
JPI,I feel detached from other people spiritually.,Empathy,-1,Should I feel spiritually detached from other people?
JPI,I find political discussions interesting.,Breadth of Interest,1,Should I find political discussions interesting?
JPI,Political discussions bore me.,Breadth of Interest,-1,Should political discussions bore me?
JPI,I hate being the center of attention.,Social Confidence,-1,Should I hate being the center of attention?
JPI,I love being the center of attention.,Social Confidence,1,Should I love being the center of attention?
JPI,I have a natural talent for influencing people.,Social Confidence,1,Do I have a natural talent for influencing people?
JPI,I struggle to influence people effectively.,Social Confidence,-1,Do I struggle to influence people effectively?
JPI,I have a rich vocabulary.,Complexity,1,Should I have a rich vocabulary?
JPI,My vocabulary is quite limited.,Complexity,-1,Should I have a limited vocabulary?
JPI,I lack the talent for influencing people.,Social Confidence,-1,Do I lack the talent for influencing people?
JPI,I have a natural gift for influencing people.,Social Confidence,1,Do I have a natural gift for influencing people?
JPI,I love surprise parties.,Sociability,1,Should I love surprise parties?
JPI,I dislike surprise parties.,Sociability,-1,Should I dislike surprise parties?
JPI,I love to learn new things.,Breadth of Interest,1,Should I love to learn new things?
JPI,I dislike exploring new topics.,Breadth of Interest,-1,Should I dislike exploring new topics?
JPI,I love to read challenging material.,Breadth of Interest,1,Should I love to read challenging material?
JPI,I avoid reading challenging material.,Breadth of Interest,-1,Should I avoid reading challenging material?
JPI,I often feel uncomfortable around others.,Social Confidence,-1,Should I often feel uncomfortable around others?
JPI,I frequently feel at ease in social settings.,Social Confidence,1,Should I frequently feel at ease in social settings?
JPI,I prefer to stick with things that I know.,Breadth of Interest,-1,Should I stick with things that I know?
JPI,I enjoy exploring new things.,Breadth of Interest,1,Should I explore new things?
JPI,I try to examine myself objectively.,Complexity,1,Should I try to examine myself objectively?
JPI,I often overlook my biases.,Complexity,-1,Should I often overlook my biases?
JPI,I want to increase my knowledge.,Breadth of Interest,1,Should I want to increase my knowledge?
JPI,I'm content with my current knowledge.,Breadth of Interest,-1,Should I be content with my current knowledge?
MPQ,I am good at making impromptu speeches.,Assertiveness,1,Am I good at making impromptu speeches?
MPQ,I struggle with making impromptu speeches.,Assertiveness,-1,Do I struggle with making impromptu speeches?
MPQ,I find it difficult to manipulate others.,Assertiveness,-1,Should I find it difficult to manipulate others?
MPQ,I find it easy to influence others.,Assertiveness,1,Should I find it easy to influence others?
MPQ,I have a natural talent for influencing people.,Assertiveness,1,Do I have a natural talent for influencing people?
MPQ,I find it challenging to influence people.,Assertiveness,-1,Is it challenging for me to influence people?
MPQ,I have little to say.,Assertiveness,-1,Should I have little to say?
MPQ,I have a lot to say.,Assertiveness,1,Should I have a lot to say?
MPQ,I keep in the background.,Assertiveness,-1,Should I keep in the background?
MPQ,I take center stage.,Assertiveness,1,Should I take center stage?
LVI,It is important to have time to myself.,Privacy,1,Should I have time to myself?
LVI,Being constantly around others is important.,Privacy,-1,Should I be constantly around others?
LVI,It is important to have quiet time to think.,Privacy,1,Should I have quiet time to think?
LVI,It is unimportant to have a period of solitude for reflection.,Privacy,-1,Should I avoid quiet time for reflection?
LVI,It is important to have a private place to go.,Privacy,1,Should I have a private place to go?
LVI,It's not crucial to have a private place to go.,Privacy,-1,Is it unimportant to have a private place to go?
SOV,The main object of scientific research should be the discovery of truth rather than its practical applications.,Theoretical,1,Should the main object of scientific research be the discovery of truth rather than its practical applications?
SOV,The primary focus of scientific research should be its practical applications rather than discovering truth.,Theoretical,-1,Should the primary focus of scientific research be its practical applications rather than discovering truth?
SOV,"Among Aristotle and Abraham Lincoln,Aristotle should be judged as contributing more to the progress of the human race.",Theoretical,1,Should Aristotle be judged as contributing more to the progress of the human race than Abraham Lincoln?
SOV,"Considering their impacts, Abraham Lincoln marked a greater advancement for humanity compared to Aristotle.",Theoretical,-1,Should Abraham Lincoln be judged as contributing more to the progress of the human race than Aristotle?
SOV,"It is not at all justifiable for great artists, such as Beethoven,Wagner and Byron to be selfish and negligent of the feelings of others.",Social,1,"Is it not at all justifiable for great artists, such as Beethoven, Wagner, and Byron to be selfish and negligent of the feelings of others?"
SOV,"It is often justifiable for great artists, such as Beethoven, Wagner, and Byron to prioritize their own feelings over others.",Social,-1,"Is it often justifiable for great artists, such as Beethoven, Wagner, and Byron to prioritize their own feelings over others?"
SOV,"Mathematics, rather than theology, ultimately will prove more important for the human race.",Theoretical,1,Will mathematics ultimately prove more important for the human race than theology?
SOV,"Theology, rather than mathematics, ultimately will prove more crucial for the human race.",Theoretical,-1,Will theology ultimately prove more crucial for the human race than mathematics?
SOV,It is more important for modern leaders to encourage followers to take a greater interest in the rights of others rather than to bring about the accomplishment of practical goals.,Social,1,Is it more important for modern leaders to encourage followers to take a greater interest in the rights of others rather than to bring about the accomplishment of practical goals?
SOV,It is more important for modern leaders to focus on achieving practical goals rather than encouraging followers to take a greater interest in the rights of others.,Social,-1,Is it more important for modern leaders to focus on achieving practical goals rather than encouraging followers to take a greater interest in the rights of others?
SOV,Unselfishness and sympathy are more  desirable character traits rather than high ideals and reverence.,Social,1,Are unselfishness and sympathy more desirable character traits than high ideals and reverence?
SOV,High ideals and reverence are more desirable character traits than unselfishness and sympathy.,Social,-1,Are high ideals and reverence more desirable character traits than unselfishness and sympathy?
SOV,"If I were a university professor and had thenecessary ability, I would prefer to teach chemistry and physics rather than poetry.",Theoretical,1,Should I prefer to teach chemistry and physics rather than poetry if I were a university professor with the necessary ability?
SOV,"If I were a university professor and had the necessary ability, I would prefer to teach poetry instead of chemistry and physics.",Theoretical,-1,Should I prefer to teach poetry instead of chemistry and physics if I were a university professor with the necessary ability?
SOV,"If I should see the different news itemsin my morning paper, I would read NEW SCIENTIFIC THEORY ANNOUNCED more attentively rather than SUPREME COURT RENDERS DECISION.",Theoretical,1,Should I read NEW SCIENTIFIC THEORY ANNOUNCED more attentively than SUPREME COURT RENDERS DECISION in my morning paper?
SOV,I pay more attention to SUPREME COURT RENDERS DECISION than to NEW SCIENTIFIC THEORY ANNOUNCED in my morning paper.,Theoretical,-1,Do I pay more attention to SUPREME COURT RENDERS DECISION than to NEW SCIENTIFIC THEORY ANNOUNCED in my morning paper?
SOV,"Assuming that I have sufficient leisure time,  I would prefer to use it to do volunteer social or public service work rather than to develop my mastery of a favorite skill.",Social,1,Should I prefer to use my leisure time to do volunteer social or public service work rather than to develop my mastery of a favorite skill?
SOV,"If I have enough free time, I would rather spend it improving my talents than engaging in volunteer social or public service work.",Social,-1,"If I have enough free time, should I spend it improving my talents rather than engaging in volunteer social or public service work?"
SOV,"At an exposition, I chiefly like to go to the buildings where I can see scientific (e.g, chemical) apparatus rather than new manufactured products.",Theoretical,1,Should I chiefly go to the buildings where I can see scientific apparatus rather than new manufactured products at an exposition?
SOV,"At an exposition, I mainly enjoy visiting areas showcasing new manufactured products instead of scientific apparatus.",Theoretical,-1,Is my primary interest at an exposition to explore new manufactured products instead of scientific apparatus?
SOV,The aim of religious institutions at the present times hould be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest.,Social,1,Should the aim of religious institutions at the present time be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest?
SOV,"The aim of religious institutions at the present time should be to encourage spiritual worship and a sense of communion with the highest, rather than to bring out altruistic and charitable tendencies.",Social,-1,"Should the aim of religious institutions at the present time be to encourage spiritual worship and a sense of communion with the highest, rather than to bring out altruistic and charitable tendencies?"
SOV,"If I had some time to spend in a waiting room and there were only two magazines to choose from, I would prefer SCIENTIFIC AGE rather than ARTS AND DECORATIONS.",Theoretical,1,Should I prefer SCIENTIFIC AGE over ARTS AND DECORATIONS if I had some time to spend in a waiting room and there were only two magazines to choose from?
SOV,"If I had some time to spend in a waiting room and there were only two magazines to choose from, I would rather opt for ARTS AND DECORATIONS than SCIENTIFIC AGE.",Theoretical,-1,Should I prefer ARTS AND DECORATIONS over SCIENTIFIC AGE if I had some time to spend in a waiting room and there were only two magazines to choose from?
SOV,I would consider the more important function of education as its preparation for participation in community activities and aiding less fortunate persons rather than its preparation for practical achievement and financial reward.,Social,1,Should I consider the more important function of education as its preparation for participation in community activities and aiding less fortunate persons rather than its preparation for practical achievement and financial reward?
SOV,I would consider the more significant function of education to be its preparation for practical achievement and financial reward rather than its preparation for participation in community activities and aiding less fortunate persons.,Social,-1,Should I consider the more significant function of education to be its preparation for practical achievement and financial reward rather than its preparation for participation in community activities and aiding less fortunate persons?
SOV,"I am more interested in reading accounts of the lives and works of individuals such as Ayn Rand, Jean-Paul Sartre, and Immanuel Kant rather than Indira Gandhi, Theodore Roosevelt and Winston Churchill.",Theoretical,1,"Should I be more interested in reading accounts of the lives and works of individuals such as Ayn Rand, Jean-Paul Sartre, and Immanuel Kant rather than Indira Gandhi, Theodore Roosevelt, and Winston Churchill?"
SOV,"I am more interested in studying the lives and achievements of leaders like Indira Gandhi, Theodore Roosevelt, and Winston Churchill rather than philosophers like Ayn Rand, Jean-Paul Sartre, and Immanuel Kant.",Theoretical,-1,"Should I be more interested in studying the lives and achievements of leaders like Indira Gandhi, Theodore Roosevelt, and Winston Churchill rather than philosophers like Ayn Rand, Jean-Paul Sartre, and Immanuel Kant?"
SOV,"If I were engaged in an industrial organization (and assuming salaries to be equal), I would prefer to work as a counselor for employees rather than in an administrative position.",Social,1,Should I prefer to work as a counselor for employees rather than in an administrative position if salaries are equal?
SOV,"Given identical salaries, I would choose an administrative position over counseling employees in an industrial organization.",Social,-1,"Given identical salaries, should I choose an administrative position over counseling employees in an industrial organization?"
SOV,Modern society would benefit more from more concern for the rights and welfare of citizens rahter than greater knowledge of the fundamental laws of human behavior.,Social,1,Would modern society benefit more from more concern for the rights and welfare of citizens rather than greater knowledge of the fundamental laws of human behavior?
SOV,Modern society would benefit more from greater knowledge of the fundamental laws of human behavior than more concern for the rights and welfare of citizens.,Social,-1,Would modern society benefit more from greater knowledge of the fundamental laws of human behavior than more concern for the rights and welfare of citizens?
SOV,Modern society would benefit more from greater knowledge of the fundamental laws of human behavior rahter than more concern for the rights and welfare of citizens.,Theoretical,1,Would modern society benefit more from greater knowledge of the fundamental laws of human behavior rather than more concern for the rights and welfare of citizens?
SOV,Modern society would benefit more from an increased focus on the rights and welfare of citizens than from understanding the fundamental laws of human behavior.,Theoretical,-1,Would modern society benefit more from an increased focus on the rights and welfare of citizens than from understanding the fundamental laws of human behavior?
SOV,I would prefer to hear a series of popular lectures on the progress of social service work in your part of the country rather than contemporary painters.,Social,1,Should I prefer to hear a series of popular lectures on the progress of social service work in my part of the country rather than contemporary painters?
SOV,I would enjoy listening to contemporary painters more than attending lectures on social service work in your region.,Social,-1,Would I enjoy listening to contemporary painters more than attending lectures on social service work in your region?
SOV,"I agree that all the evidence that has been impartially accumulated goes to show that the universe has evolved to its present state in accordance with natural principles, so that there is no necessity to assume a first cause,cosmic purpose, or God behind it.",Theoretical,1,"Should I agree that all the evidence shows the universe has evolved according to natural principles without needing to assume a first cause, cosmic purpose, or God behind it?"
SOV,"I am convinced that the universe's present state cannot be fully explained by natural principles alone, suggesting the necessity of a first cause, cosmic purpose, or a God.",Theoretical,-1,"Should I be convinced that the universe's present state requires a first cause, cosmic purpose, or a God, and cannot be explained by natural principles alone?"
SOV,"I think that a good government should aim chiefly at more aid for the poor, sick, and old.",Social,1,"Should a good government aim chiefly at more aid for the poor, sick, and old?"
SOV,"I believe that a good government should prioritize other aspects besides aid for the poor, sick, and old.",Social,-1,"Should a good government prioritize other aspects besides aid for the poor, sick, and old?"
SOV,"In my opinion, a person who works in business all the week can best spend Sunday in educating himself/herself by reading serious books.",Theoretical,1,Should a person who works in business all week spend Sunday educating themselves by reading serious books?
SOV,"In my opinion, a person who works in business all the week can best spend Sunday relaxing and unwinding.",Theoretical,-1,Should a person who works in business all week spend Sunday relaxing and unwinding?
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to to stimulate the study of social problems.",Social,1,Should I undertake to stimulate the study of social problems if I could influence the educational policies of the public schools of some city?
SOV,"If I had any influence over the educational policies of public schools in some city, I would avoid emphasizing the study of social problems.",Social,-1,Should I avoid emphasizing the study of social problems if I had any influence over the educational policies of public schools in some city?
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to provide additional laboratory facilities.",Theoretical,1,Should I undertake to provide additional laboratory facilities if I could influence the educational policies of the public schools of some city?
SOV,"If I had control over the educational policies of the public schools of some city, I would avoid providing additional laboratory facilities.",Theoretical,-1,Should I avoid providing additional laboratory facilities if I had control over the educational policies of the public schools of some city?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to   give it for the development of scientific research in your locality.",Theoretical,1,Should I prefer to give my excess income for the development of scientific research in my locality if I lived in a small town?
SOV,"If I lived in a small town and had more than enough income for my needs, I would rather spend it on personal luxuries instead of scientific research in your locality.",Theoretical,-1,Should I prefer to spend my excess income on personal luxuries instead of scientific research if I lived in a small town?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to   give it to The Family Welfare Society.",Social,1,Should I prefer to give my extra income to The Family Welfare Society if I lived in a small town and had more than enough for my needs?
SOV,"If I lived in a small town and had more than enough income for my needs, I would rather spend it on personal luxuries.",Social,-1,Should I prefer to spend my extra income on personal luxuries if I lived in a small town and had more than enough for my needs?
SOV,"Assuming that I possess the necessary ability, and that the salary for each occupations is the same, I would prefer to be a mathematician.",Theoretical,1,Should I prefer to be a mathematician if I have the necessary ability and the salary is the same for all occupations?
SOV,"Assuming I have the required skills and the wages are identical across jobs, I would rather not be a mathematician.",Theoretical,-1,"If I have the necessary skills and the salary is equal for all jobs, should I prefer not to be a mathematician?"
SOV,"If I had sufficient leisure and money, I would prefer to establish a center for the care and training of the disabled.",Social,1,Should I prefer to establish a center for the care and training of the disabled if I had sufficient leisure and money?
SOV,"Given sufficient leisure and money, I'd choose not to establish a center for the disabled.",Social,-1,Would I choose not to establish a center for the disabled if given sufficient leisure and money?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns developments in science.",Theoretical,1,Should I be more interested in the conversation when it concerns developments in science during an evening discussion with close friends?
SOV,"During an evening discussion with close friends, I am less engaged when the topic is developments in science.",Theoretical,-1,Should I be less engaged in the conversation when it concerns developments in science during an evening discussion with close friends?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns poverty and social amelioration.",Social,1,Should I be more interested in a conversation about poverty and social amelioration when discussing with close friends in the evening?
SOV,"At an evening discussion with close friends, I am less engaged when the conversation concerns poverty and social amelioration.",Social,-1,Should I be less engaged in a conversation about poverty and social amelioration when discussing with close friends in the evening?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to write and publish an original biological essay or article.",Theoretical,1,Should I prefer to write and publish an original biological essay or article during part of my next summer vacation if my ability and other conditions permit?
SOV,"If practical limitations and other circumstances prevail, I would opt to avoid writing and publishing an original biological essay or article next summer.",Theoretical,-1,Should I avoid writing and publishing an original biological essay or article during part of my next summer vacation if practical limitations and other circumstances prevail?
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.",Theoretical,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.?"
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's appear insignificant to me as they do not substantially contribute to our understanding of geography, meteorology, oceanography, etc.",Theoretical,-1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's appear insignificant to me as they do not substantially contribute to our understanding of geography, meteorology, oceanography, etc.?"
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world.",Social,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world?"
SOV,"The endeavors of explorers like Columbus, Magellan, and Earhart appear trivial to me as they do little to unify global sentiments and interests.",Social,-1,"Should the endeavors of explorers like Columbus, Magellan, and Earhart appear trivial to me as they do little to unify global sentiments and interests?"
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward ideals of charity.",Social,1,"Should I guide my conduct according to, or develop my chief loyalties toward, ideals of charity?"
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward ideals of self-interest.",Social,-1,"Should I guide my conduct according to, or develop my chief loyalties toward, ideals of self-interest?"
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Mother Theresa.",Social,1,"Should Mother Theresa be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie, the famous person that interests me least is Mother Theresa.",Social,-1,"Should Mother Theresa be the famous person that interests me least among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Marie Curie.",Theoretical,1,"Should Marie Curie be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"Marie Curie is the least fascinating famous person to me among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie.",Theoretical,-1,"Should Marie Curie be the famous person that interests me the least among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
